First Allele, Second Allele, Yield Rate [bu/Ad],Grain yield [bu/A]
LH198,M0154,0.7489276,143.7940992
LH198,M0297,0.71359084,137.0094413
LH198,M0151,0.788438852,151.3802595
LH198,M0323,0.668817407,128.4129421
LH198,M0077,0.816775664,156.8209275
LH198,M0051,0.771285408,148.0867984
LH198,M0186,0.656695822,126.0855979
LH198,M0008,0.666057288,127.8829993
LH198,M0276,0.676212194,129.8327412
LH198,M0346,0.529937177,101.7479379
LH198,M0269,0.607348357,116.6108845
LH198,M0114,0.548035885,105.2228899
LH198,M0087,0.591552411,113.5780629
LH198,M0311,0.637406954,122.3821351
LH198,M0083,0.479017872,91.97143151
LH198,M0296,0.670347881,128.7067932
LH198,M0309,0.511764201,98.25872652
LH198,M0014,0.62321622,119.6575142
LH198,M0262,0.476964235,91.57713311
LH198,M0045,0.554863795,106.5338486
LH198,M0354,0.601269703,115.4437829
LH198,M0012,0.558122634,107.1595457
LH198,M0287,0.523227719,100.459722
LH198,M0027,0.538381109,103.369173
LH198,M0039,0.409820772,78.6855882
LH198,M0326,0.482860981,92.70930829
LH198,M0024,0.476554824,91.49852613
LH198,M0085,0.449844845,86.37021029
LH198,M0062,0.367710628,70.60044052
LH198,M0033,0.64786551,124.3901779
LH198,M0015,0.694314663,133.3084152
LH198,M0266,0.606243745,116.3987991
LH198,M0058,0.184446634,35.41375365
LH198,M0272,0.338950302,65.07845802
LH198,M0365,0.692583008,132.9759375
LH198,M0030,0.760478077,146.0117907
LH198,M0028,0.731711171,140.4885448
LH198,M0022,0.507122482,97.36751648
LH198,M0325,0.805205445,154.5994455
LH198,M0061,0.260758843,50.06569785
LH198,M0101,0.690449932,132.566387
LH198,M0106,0.832603103,159.8597958
LH198,M0001,0.598292422,114.872145
LH198,M0143,0.786394145,150.9876758
LH198,M0317,0.720530151,138.341789
LH198,M0118,0.620569853,119.1494117
LH198,M0172,0.539203222,103.5270187
LH185,M0101,0.70735002,135.8112038
LH185,M0143,0.786389444,150.9867733
LH185,M0186,1.002160043,192.4147282
LH185,M0003,0.924172114,177.4410459
LH185,M0269,0.651158663,125.0224633
LH185,M0030,0.752734984,144.525117
LH185,M0325,0.783582321,150.4478056
LH185,M0154,0.593613569,113.9738053
LH185,M0118,0.949110483,182.2292128
LH185,M0052,0.679406636,130.4460742
LH185,M0287,0.701230001,134.6361602
LH185,M0323,0.929107613,178.3886616
LH185,M0159,0.659570633,126.6375615
LH185,M0008,0.759244202,145.7748868
LH185,M0151,0.890034915,170.8867037
PHM49,B73,0.943568623,181.1651757
CG60,LH82,0.25311023,48.59716421
PHN82,PHW52,1.283979833,246.524128
LH51,LH132,0.992091626,190.4815921
PHN82,PHG39,1.152090619,221.2013989
H95,B14A,0.851111223,163.4133548
C103,WF9,0.620227658,119.0837103
REDEAR-B,LH195,0.920717265,176.7777148
TX205,B73,1.075938696,206.5802296
PHG35,LH74,0.788186906,151.331886
PHG35,B73,1.04143251,199.9550419
LH198,LH82,0.180962642,34.74482719
TX205,PHG39,1.345745953,258.383223
C103,B37,0.774309224,148.667371
PHG35,PHG39,1.121025651,215.236925
PHM49,PHW52,0.984933742,189.1072785
H95,WF9,0.445114287,85.46194317
PHG35,PHW52,1.174888392,225.5785713
MO17,B37,1.161090618,222.9293987
PHM49,LH74,0.739148732,141.9165565
MO17,B14A,0.788111698,151.3174461
OH43,F42,0.786723178,151.0508502
MO17,F42,0.544550013,104.5536025
PHM49,PHG39,1.10884202,212.8976678
OH43,B37,0.794030066,152.4537727
TX205,LH74,0.88790607,170.4779655
CGR01,LH198,0.619465241,118.9373263
PHN82,B73,0.776232189,149.0365802
PHN82,LH74,0.681593768,130.8660034
OH43,B14A,0.689251311,132.3362517
MO17,WF9,0.443927888,85.2341544
MO17,B73,0.830355806,159.4283148
CGR01,LH82,0.740386837,142.1542727
OH43,WF9,0.52739328,101.2595097
H95,F42,0.902169661,173.2165749
H95,B37,0.851824755,163.550353
TX205,PHW52,1.181755786,226.8971109
PB80,Z022E0050,0.915946283,175.8616863
PB80,Z022E0121,0.482035577,92.55083084
PB80,Z022E0083,0.657105233,126.1642048
PB80,Z022E0060,0.614822112,118.0458455
PB80,Z022E0023,0.5521441,106.0116672
PB80,Z022E0006,0.789758745,151.633679
PB80,Z022E0059,0.642114009,123.2858897
PB80,Z022E0051,0.468621362,89.97530153
PB80,Z022E0123,0.721813381,138.5881691
PB80,Z022E0016,0.575718861,110.5380214
PB80,Z022E0072,0.87048658,167.1334234
PB80,Z022E0147,0.67666955,129.9205536
PB80,Z022E0155,0.574562545,110.3160086
PB80,Z022E0036,0.507553515,97.45027492
PB80,Z022E0025,0.704969699,135.3541822
PB80,Z022E0178,0.671072695,128.8459574
PB80,Z022E0029,0.643342243,123.5217107
PB80,Z022E0094,0.796927439,153.0100683
PB80,Z022E0005,0.550525256,105.7008492
PB80,B73_NC230-127-1-1-1-1,0.841959398,161.6562045
PB80,PHW65_MOG_0012,0.949424945,182.2895894
PB80,MOG_NC230-028-1-1-1-1-B,0.956384938,183.6259081
PB80,MOG_MO45-078-1-1-1-1-B,0.554933362,106.5472055
PB80,PHN11_OH43_0001,0.887758005,170.449537
PB80,MOG_PHG83-129-1-1-1-1-B,0.923115917,177.2382561
PB80,PHN11_PHG47_0390,0.711139072,136.5387019
PB80,MOG_OH43_0300,0.911002793,174.9125363
PB80,MOG_PHG83-224-1-1-1-1-B,0.685211723,131.5606508
PB80,PHN11_PHW65_0237,0.760221901,145.962605
PB80,MOG_NC230-043-1-1-1-1-B,0.910599493,174.8351026
PB80,PHN11_PHW65_0065,0.616114743,118.2940306
PB80,MOG_NC230-008-1-1-1-1-B,0.804387563,154.442412
PB80,PHN11_OH43_0045,0.697597474,133.9387151
PB80,MOG_MO45-128-1-1-1-1-B,0.801524973,153.8927949
PB80,MOG_NC230-009-1-1-1-1-B,0.629789364,120.9195579
PB80,PHW65_MOG_0176,0.830768508,159.5075535
PB80,B73_NC230-041-1-1-1-1,0.795390854,152.7150439
PB80,MOG_NC230-010-1-1-1-1-B,0.91205476,175.1145139
PB80,MOG_MO45-045-1-1-1-1-B,0.855993136,164.3506821
PB80,MOG_LH123HT-093-1-1-1-1-B,0.94997067,182.3943687
PB80,PHN11_OH43_0075,0.452218115,86.82587808
PB80,MOG_MO45-054-1-1-1-1-B,0.867482977,166.5567316
PB80,PHW65_MOG_0311,0.581723248,111.6908637
PB80,MOG_MO45-030-1-1-1-1-B,0.599933828,115.187295
PB80,MOG_MO45-055-1-1-1-1-B,0.579469841,111.2582094
PB80,MOG_NC230-183-1-1-1-1-B,0.385730368,74.06023068
PB80,MOG_NC230-007-1-1-1-1-B,0.697139178,133.8507222
PB80,MOG_PHG83-090-1-1-1-1-B,0.838897509,161.0683217
PB80,MOG_LH145_0006,0.67240669,129.1020844
PB80,MOG_OH43_0402,0.715240236,137.3261254
PB80,MOG_LH145_0163,0.680641921,130.6832489
PB80,MOG_MO45-074-1-1-1-1-B,0.761559656,146.219454
PB80,MOG_OH43_0439,0.686517985,131.8114531
PB80,PHN11_OH43_0215,0.618833967,118.8161217
PB80,MOG_MO45-071-1-1-1-1-B,0.929611033,178.4853184
PB80,PHN11_OH43_0142,0.672155684,129.0538913
PB80,MOG_LH145_0175,0.31705643,60.87483464
PB80,MOG_MO45-085-1-1-1-1-B,0.618399643,118.7327315
PB80,MOG_MO45-139-1-1-1-1-B,1.015810221,195.0355625
PB80,PHN11_PHW65_0275,0.577453337,110.8710407
PB80,MOG_LH123HT-200-1-1-1-1-B,0.982485735,188.6372611
PB80,PHN11_PHW65_0359,0.843272241,161.9082703
PB80,MO44_LH145_0081,0.882255629,169.3930808
PB80,MOG_LH145_0173,0.841896412,161.6441111
PB80,MOG_PHG83-069-1-1-1-1-B,1.031161972,197.9830987
PB80,B73_NC230-128-1-1-1-1,0.634355876,121.7963281
PB80,MOG_OH43_0179,0.807876255,155.112241
PB80,MOG_LH123HT-059-1-1-1-1-B,0.927561626,178.0918322
PB80,M0033,0.489172778,93.92117344
PB80,M0010,0.436638391,83.83457109
PB80,M0276,0.77752999,149.285758
PB80,M0048,0.707434628,135.8274486
PB80,M0315,0.430702631,82.69490523
PB80,M0382,0.632155113,121.3737817
PB80,M0030,0.947720553,181.9623461
PB80,M0016,0.621528749,119.3335199
PB80,M0075,0.583777356,112.0852523
PB80,M0143,0.820340974,157.5054671
PB80,M0039,0.739543572,141.9923658
PB80,M0007,0.63667932,122.2424295
PB80,M0031,0.807876255,155.112241
PB80,M0264,0.696700623,133.7665197
PB80,M0368,0.584132242,112.1533904
PB80,M0325,0.699274604,134.2607239
PB80,M0099,0.753446636,144.6617542
PB80,M0326,0.543516848,104.3552349
PB80,M0262,0.543092866,104.2738302
PB80,M0014,0.563058132,108.1071614
PB80,M0357,0.733727204,140.8756232
PB80,M0369,0.630587505,121.0728009
PB80,M0008,0.787850352,151.2672676
PB80,M0029,0.827697218,158.9178658
PB80,M0266,0.769347403,147.7147013
PB80,M0310,0.707010175,135.7459536
PB80,M0323,0.878152115,168.605206
PB80,M0328,0.893536769,171.5590596
PB80,M0162,0.86543122,166.1627942
PB80,M0001,0.726295754,139.4487847
PB80,MOG_MO45-055-1-1-1-1-B,0.892493264,171.3587066
PB80,MOG_LH123HT-059-1-1-1-1-B,1.049787134,201.5591297
PB80,MOG_PHG83-090-1-1-1-1-B,0.64776304,124.3705036
PB80,PHN11_PHW65_0237,0.86286617,165.6703047
PB80,MOG_NC230-009-1-1-1-1-B,0.902225597,173.2273146
PB80,MOG_NC230-028-1-1-1-1-B,0.895777485,171.9892772
PB80,PHW65_MOG_0311,1.063220621,204.1383593
PB80,MOG_LH145_0006,0.52521931,100.8421075
PB80,PHN11_OH43_0045,0.683977848,131.3237469
PB80,B73_NC230-128-1-1-1-1,0.720554594,138.346482
PB80,MOG_MO45-078-1-1-1-1-B,0.76723689,147.3094828
PB80,MOG_LH145_0163,0.648580922,124.5275371
PB80,MOG_LH145_0175,0.603881757,115.9452973
PB80,MOG_MO45-071-1-1-1-1-B,0.736192133,141.3488896
PB80,MOG_NC230-008-1-1-1-1-B,0.556390039,106.8268875
PB80,PHN11_PHW65_0065,0.690240291,132.5261359
PB80,MOG_MO45-074-1-1-1-1-B,0.754037956,144.7752876
PB80,MOG_OH43_0179,0.61698292,118.4607207
PB80,PHW65_MOG_0012,0.865778585,166.2294883
PB80,MOG_NC230-010-1-1-1-1-B,0.886994648,170.3029724
PB80,PHN11_PHG47_0390,0.549092552,105.4257699
PB80,MOG_PHG83-129-1-1-1-1-B,0.951317356,182.6529324
PB80,MOG_OH43_0439,0.72428442,139.0626087
PB80,MOG_OH43_0402,0.76001978,145.9237978
PB80,PHN11_OH43_0001,0.594850265,114.2112508
PB80,B73_NC230-127-1-1-1-1,0.640811038,123.0357192
PB80,PHN11_PHW65_0359,0.666925936,128.0497797
PB80,MOG_OH43_0300,0.703326413,135.0386713
PB80,MOG_MO45-054-1-1-1-1-B,0.460003982,88.32076446
PB80,MOG_PHG83-069-1-1-1-1-B,0.806853432,154.9158589
PB80,PHN11_PHW65_0275,0.672762045,129.1703127
PB80,MOG_NC230-183-1-1-1-1-B,0.632977696,121.5317177
PB80,MOG_LH145_0173,1.269049245,243.657455
PB80,MOG_NC230-043-1-1-1-1-B,0.896533322,172.1343978
PB80,B73_NC230-041-1-1-1-1,0.639327568,122.750893
PB80,PHW65_MOG_0176,0.86197637,165.4994631
PB80,MOG_MO45-085-1-1-1-1-B,0.825216777,158.4416212
PB80,MOG_NC230-007-1-1-1-1-B,0.986074547,189.3263131
PB80,MOG_MO45-045-1-1-1-1-B,0.841144336,161.4997125
PB80,MOG_LH123HT-093-1-1-1-1-B,0.897028282,172.2294301
PB80,MOG_MO45-139-1-1-1-1-B,0.889442655,170.7729898
PB80,PHN11_OH43_0142,0.811565188,155.8205161
PB80,MOG_PHG83-224-1-1-1-1-B,0.728386524,139.8502127
PB80,MOG_MO45-030-1-1-1-1-B,0.840399781,161.3567579
PB80,MOG_LH123HT-200-1-1-1-1-B,0.938628424,180.2166575
PB80,PHN11_OH43_0075,0.725490092,139.2940977
PB80,MO44_LH145_0081,1.063251174,204.1442254
PB80,PHN11_OH43_0215,0.793619715,152.3749853
PB80,MOG_MO45-128-1-1-1-1-B,1.001829599,192.351283
TX205,PHG39,1.051292226,201.8481074
PHM49,PHW52,1.032901148,198.3170204
CG60,LH82,0.241286656,46.32703792
MO17,B73,1.110000687,213.1201319
MO17,B37,0.96125087,184.560167
MO17,WF9,0.662655084,127.2297762
C103,B37,0.985641164,189.2431034
PHG35,LH74,0.95868206,184.0669556
TX205,PHW52,1.300343126,249.6658802
CGR01,LH82,0.867335382,166.5283933
PHG35,PHW52,1.146170371,220.0647112
OH43,B37,0.909558807,174.635291
C103,WF9,0.681053683,130.7623071
PHM49,LH74,1.039009885,199.489898
PHN82,PHW52,1.154128275,221.5926288
PHN82,LH74,0.709087315,136.1447645
MO17,B14A,0.983809389,188.8914026
PHG35,B73,0.790251355,151.7282601
PHM49,B73,0.80684121,154.9135124
OH43,B14A,0.796671733,152.9609728
H95,B14A,0.88760289,170.4197548
H95,B37,0.92690732,177.9662055
H95,F42,0.814728607,156.4278926
PHN82,PHG39,0.966662996,185.5992953
CGR01,LH198,0.557936965,107.1238973
LH51,LH132,1.052596608,202.0985487
PHN82,B73,0.68805363,132.106297
TX205,B73,1.018357879,195.5247127
PHM49,PHG39,0.958149496,183.9647033
REDEAR-B,LH195,0.838228161,160.939807
MO17,F42,0.688877153,132.2644134
OH43,WF9,0.69330218,133.1140186
H95,WF9,0.696259249,133.6817758
OH43,F42,0.760430602,146.0026756
LH198,LH82,0.170807736,32.79508526
PHG35,PHG39,0.707406425,135.8220336
TX205,LH74,0.556761846,106.8982745
LH185,M0269,0.594354364,114.1160379
LH185,M0008,1.007494141,193.4388751
LH185,M0323,0.95442672,183.2499303
LH185,M0030,0.733806172,140.8907851
LH185,M0186,0.911031936,174.9181318
LH185,M0287,1.160186247,222.7557594
LH185,M0154,0.735847118,141.2826467
LH185,M0052,0.771111961,148.0534965
LH185,M0003,0.876693088,168.3250728
LH185,M0101,0.899865018,172.7740835
LH185,M0159,0.876674755,168.321553
LH185,M0143,0.911856399,175.0764287
LH185,M0118,0.852495043,163.6790482
LH185,M0325,0.864287594,165.9432181
LH185,M0151,0.616989031,118.4618939
LH198,M0030,0.5875838,112.8160896
LH198,M0001,0.581723248,111.6908637
LH198,M0114,0.622305268,119.4826114
LH198,M0058,0.725853439,139.3638603
LH198,M0083,0.698828529,134.1750775
LH198,M0008,0.853370271,163.8470921
LH198,M0296,0.87681671,168.3488083
LH198,M0061,0.542484624,104.1570478
LH198,M0325,0.827695807,158.917595
LH198,M0028,0.980404365,188.237638
LH198,M0262,0.629479133,120.8599935
LH198,M0269,0.755867381,145.1265371
LH198,M0154,0.935248783,179.5677663
LH198,M0346,0.769757284,147.7933986
LH198,M0022,0.68003227,130.5661958
LH198,M0051,0.662179396,127.1384441
LH198,M0354,0.760573496,146.0301113
LH198,M0077,0.820745215,157.5830813
LH198,M0012,0.561687004,107.8439048
LH198,M0143,0.894563823,171.756254
LH198,M0024,0.693083608,133.0720528
LH198,M0276,0.599663081,115.1353115
LH198,M0317,0.717275542,137.7169041
LH198,M0272,0.573014208,110.018728
LH198,M0015,0.569978172,109.435809
LH198,M0287,0.76981933,147.8053114
LH198,M0039,0.514991077,98.87828671
LH198,M0027,0.845175463,162.2736889
LH198,M0266,0.560771352,107.6680995
LH198,M0365,0.561047269,107.7210757
LH198,M0101,0.564345122,108.3542635
LH198,M0118,0.664884049,127.6577375
LH198,M0106,0.779739213,149.7099288
LH198,M0003,0.592142791,113.6914158
LH198,M0323,1.006019132,193.1556734
LH198,M0369,0.743114993,142.6780786
LH198,M0085,0.573655353,110.1418278
LH198,M0045,0.686893553,131.8835622
LH198,M0062,0.545995879,104.8312087
LH198,M0172,0.702854955,134.9481514
LH198,M0326,0.68636569,131.7822124
LH198,M0297,0.730062244,140.1719509
LH198,M0309,0.57728976,110.839634
LH198,M0311,0.786052891,150.922155
LH198,M0087,0.787133999,151.1297279
LH198,M0186,0.893745,171.59904
LH198,M0033,0.869409231,166.9265724
LH198,M0151,0.546371917,104.903408
LH198,M0014,0.57916243,111.1991865
LH198,M0041,0.653760846,125.5220824
PB80,W10004_0032,0.915210658,175.7204464
PB80,LH59,0.720158343,138.2704019
PB80,TX303,0.852233696,163.6288697
PB80,TX736((TX772XT246)XTX772)-1-5....,0.997735485,191.5652132
PB80,LH57,0.819319561,157.3093557
PB80,PHB47,0.900099572,172.8191178
PB80,PHV63,0.752174218,144.4174498
PB80,W10005_0111,0.69923888,134.253865
PB80,???TX205,1.042254153,200.1127974
PB80,PHZ51,0.880234425,169.0050096
PB80,LH61,0.961421027,184.5928372
PB80,LH212HT,0.878187368,168.6119747
PB80,PHV63,0.961541359,184.6159409
PB80,LH51,1.054234253,202.4129766
PB80,Z022E0121,0.712347565,136.7707324
PB80,Z022E0059,0.677533967,130.0865217
PB80,Z022E0072,0.991359761,190.3410742
PB80,Z022E0016,0.661011798,126.9142653
PB80,Z022E0029,0.839258506,161.1376331
PB80,Z022E0060,0.813793213,156.2482969
PB80,Z022E0005,0.645727734,123.979725
PB80,Z022E0147,0.968373029,185.9276216
PB80,Z022E0036,0.449639905,86.33086167
PB80,Z022E0094,0.813426576,156.1779026
PB80,Z022E0050,0.729980456,140.1562475
PB80,Z022E0123,0.921753719,176.9767141
PB80,Z022E0051,0.602395936,115.6600198
PB80,Z022E0178,0.797123919,153.0477924
PB80,Z022E0023,0.534277595,102.5812982
PB80,Z022E0155,0.77535273,148.8677241
PB80,Z022E0083,0.742672208,142.5930639
PB80,Z022E0006,0.852479531,163.67607
PB80,Z022E0025,0.725091022,139.2174762
PB80,Z013E0019,0.761883048,146.2815453
PB80,Z013E0032,0.847326401,162.6866689
PB80,Z013E0027,0.827695807,158.917595
PB80,Z022E0017,0.679583374,130.4800079
PB80,Z013E0022,0.787707458,151.2398319
PB80,Z013E0016,0.701773376,134.7404882
PB80,Z013E0069,0.930134666,178.5858559
PB80,Z013E0003,0.942606906,180.980526
PB80,Z013E0042,0.820618772,157.5588043
PB80,Z013E0066,0.710636592,136.4422256
PB80,Z013E0007,0.73813907,141.7227014
PB80,Z013E0026,0.999057729,191.819084
PB80,Z013E0062,0.690798238,132.6332616
PB80,Z013E0044,0.766158601,147.1024513
PB80,Z013E0021,0.879415602,168.8477956
PB80,Z013E0073,0.877179116,168.4183903
PB80,Z013E0012,0.614041833,117.896032
PB80,Z013E0046,0.917833523,176.2240365
PB80,Z013E0111,0.672130302,129.0490179
PB80,Z013E0087,0.954469024,183.2580527
PB80,Z013E0078,0.662185977,127.1397076
PB80,Z013E0062,0.91482992,175.6473446
LH195,Z013E0047,0.588599573,113.011118
LH195,Z013E0012,0.440325444,84.54248516
LH195,Z013E0019,0.753354507,144.6440654
LH195,Z013E0046,0.776657581,149.1182556
LH195,Z013E0026,0.871342537,167.2977671
LH195,Z013E0088,0.694474479,133.3390999
LH195,Z013E0037,0.695234076,133.4849425
LH195,Z013E0074,0.627947718,120.5659619
LH195,Z013E0021,1.027109693,197.2050611
LH195,Z013E0022,0.842616524,161.7823727
LH195,Z013E0044,0.711930162,136.6905911
LH195,Z013E0027,0.879045675,168.7767696
PB80,Z022E0050,0.620629513,101.1626106
PB80,Z022E0083,0.652872227,106.418173
PB80,Z022E0051,0.701931088,114.4147673
PB80,Z022E0108,0.694953464,113.2774146
PB80,Z022E0023,0.568346381,92.64046009
PB80,Z022E0155,0.591767863,96.45816163
PB80,Z022E0147,0.599317666,97.68877959
PB80,Z022E0072,0.620046929,101.0676495
PB80,Z022E0006,0.445260062,72.57739018
PB80,Z022E0009,0.565789405,92.22367304
PB80,Z022E0029,0.098342135,16.02976798
PB80,Z022E0110,0.208303239,33.95342793
PB80,Z022E0121,0.159122511,25.93696933
PB80,Z022E0094,0.36863253,60.08710234
PB80,Z022E0059,0.292670063,47.70522031
PB80,Z022E0123,0.450981862,73.51004356
PB80,Z022E0060,0.382134491,62.28792207
PB80,Z022E0016,0.361721784,58.96065086
LH195,M0010,0.684423866,111.5610902
LH195,M0127,0.651482647,106.1916714
LH195,M0382,0.654573905,106.6955465
LH195,M0154,0.842397559,137.3108021
LH195,M0001,0.58953859,96.09479018
LH195,M0058,0.542404335,88.41190657
LH195,M0031,0.47777772,77.87776835
LH195,M0276,0.787075928,128.2933763
LH195,M0066,0.663223483,108.1054277
LH195,M0099,0.951037447,155.0191039
LH195,M0007,0.805629421,131.3175957
LH195,M0325,0.886608494,144.5171846
LH195,M0326,0.741812775,120.9154824
LH195,M0383,0.629397985,102.5918716
LH195,M0164,0.693333526,113.0133647
LH195,M0057,0.77602468,126.4920229
LH195,M0321,0.745914637,121.5840859
PB80,Z013E0078,0.660237001,107.6186311
PB80,Z013E0062,0.510652061,83.23628594
PB80,Z013E0022,0.869859226,141.7870538
PB80,Z013E0042,0.625682531,101.9862526
PB80,Z013E0007,0.746330768,121.6519152
PB80,Z013E0021,0.768844936,125.3217246
PB80,Z013E0026,0.962703974,156.9207478
PB80,Z013E0111,0.6334404,103.2507852
PB80,Z013E0044,0.72233562,117.7407061
PB80,Z013E0027,0.736997547,120.1306001
PB80,Z013E0037,0.709919315,115.7168483
PB80,Z013E0087,0.770840879,125.6470632
PB80,Z013E0069,0.900982845,146.8602037
PB80,Z013E0003,0.581780721,94.83025755
PB80,Z013E0066,0.599228495,97.67424473
PB80,Z013E0009,0.733044303,119.4862214
PB80,Z013E0006,0.74544649,121.5077779
PB80,Z013E0074,0.56378306,91.89663874
PB80,Z013E0058,0.704102399,114.768691
PB80,Z013E0012,0.546929758,89.14955061
PB80,Z013E0046,0.704093482,114.7672376
PB80,Z013E0032,0.588840085,95.9809338
PB80,M0369,0.712059417,116.0656849
PB80,M0266,0.832767101,135.7410374
PB80,M0264,0.41736443,68.03040215
PB80,M0262,0.590935601,96.32250295
PB80,M0382,0.601784728,98.09091066
PB80,M0075,0.632370349,103.0763669
PB80,M0048,0.642220762,104.6819842
PB80,M0056,0.755277583,123.110246
PB80,M0008,0.618489411,100.813774
PB80,M0310,0.683947545,111.4834498
PB80,M0029,0.563090499,91.78375134
PB80,M0143,0.661932734,107.8950356
PB80,M0164,0.796036118,129.7538872
PB80,M0325,0.690818163,112.6033606
PB80,M0015,0.61349584,99.99982199
PB80,M0016,0.582562453,94.9576798
PB80,M0010,0.351912985,57.36181649
PB80,M0052,0.465971492,75.95335317
PB80,M0031,0.664798836,108.3622102
PB80,M0275,0.657144999,107.1146349
PB80,M0326,0.706698759,115.1918977
PB80,M0276,0.768786975,125.3122769
PB80,M0028,0.614209208,100.1161009
PB80,M0007,0.758938048,123.7069019
PB80,M0368,0.642773621,104.7721003
PB80,M0039,0.610564347,99.52198854
PB80,M0315,0.801853034,130.7020445
PB80,M0323,0.785818618,128.0884348
PB80,LH212HT,0.742689623,121.0584085
PB80,PHV63,0.794914051,129.5709903
PB80,W10005_0111,0.768675512,125.2941084
PB80,PHV63,0.873830304,142.4343395
PB80,LH57,0.745617401,121.5356364
PB80,W10004_0097,0.814353309,132.7395893
PB80,(TX739);LAMA2002-10-1-B-B-B-B3-B7ORANGE-B6,0.906206031,147.711583
PB80,LH59,0.961611631,156.7426958
PB80,LH162,0.320992973,52.32185454
PB80,LH38,1.076270555,175.4321005
PB80,PHB47,0.731825634,119.2875784
PB80,???TX205,0.845384784,137.7977198
PB80,TX303,0.890808444,145.2017764
PB80,LH51,0.85294945,139.0307603
LH195,PHN11_PHW65_0015,0.85294945,139.0307603
LH195,PHN11_PHW65_0237,0.902052896,147.034622
LH195,MOG_MO45-054-1-1-1-1-B,1.011792558,164.922187
LH195,PHN11_PHW65_0065,0.757061001,123.4009431
LH195,PHN11_PHW65_0328,0.80594152,131.3684677
LH195,MOG_MO45-055-1-1-1-1-B,0.751710747,122.5288517
LH195,MOG_LH145_0131,0.727515707,118.5850602
LH195,PHN11_PHG47_0287,0.918014488,149.6363615
LH195,PHN11_PHW65_0101,0.835122699,136.1249999
LH195,MO44_LH145_0143,1.00346994,163.5656003
LH195,PHN11_PHG47_0172,0.915963557,149.3020598
LH195,B73_NC230-128-1-1-1-1,0.794257158,129.4639168
LH195,PHW65_MOG_0029,0.925611849,150.8747314
LH195,MOG_MO45-085-1-1-1-1-B,0.991179217,161.5622124
LH195,MOG_LH145_0163,1.047267718,170.704638
LH195,MOG_LH123HT-031-1-1-1-1-B,1.061170948,172.9708646
LH195,PHW65_MOG_0176,1.012000624,164.9561017
LH195,PHN11_OH43_0142,0.839633261,136.8602215
LH195,MO44_LH145_0127,0.879076525,143.2894736
LH195,MOG_LH145_0162,0.808772696,131.8299494
LH195,PHN11_PHG47_0048,0.771462102,125.7483227
LH195,MOG_PHG83-090-1-1-1-1-B,0.918660977,149.7417393
LH195,PHN11_PHW65_0294,0.720389465,117.4234828
LH195,MOG_LH123HT-200-1-1-1-1-B,0.792105167,129.1131423
LH195,PHN11_PHW65_0323,0.846677763,138.0084753
LH195,MO44_LH145_0138,0.660087639,107.5942852
LH195,PHN11_PHG47_0251,0.849947362,138.54142
LH195,MOG_PHG83-069-1-1-1-1-B,0.88681656,144.5510993
LH195,B73_NC230-126-1-1-1-1,0.858203102,139.8871056
LH195,PHN11_PHW65_0275,0.877961889,143.1077879
LH195,PHN11_PHW65_0312,0.818738288,133.4543409
LH195,MOG_PHG83-119-1-1-1-1-B,0.826458259,134.7126962
LH195,PHN11_PHW65_0359,0.65380109,106.5695777
LH195,MOG_MO45-074-1-1-1-1-B,0.910472115,148.4069548
LH195,B73_NC230-041-1-1-1-1,0.707860953,115.3813353
LH195,B73_NC230-129-1-1-1-1,0.751710747,122.5288517
LH195,MOG_PHG83-129-1-1-1-1-B,0.666374188,108.6189927
LH195,PHN11_LH145_0028,0.676539672,110.2759665
LH195,B73_NC230-032-1-1-1-1,0.732917978,119.4656304
LH195,MOG_MO45-030-1-1-1-1-B,0.972111505,158.4541753
LH195,PHN11_PHG47_0388,0.84968728,138.4990267
LH195,PHN11_OH43_0215,0.769678684,125.4576255
LH195,PHW65_MOG_0012,0.879076525,143.2894736
LH195,MOG_OH43_0300,0.971484336,158.3519468
LH195,MOG_MO45-071-1-1-1-1-B,0.905352219,147.5724117
LH195,W10005_0346,0.761571563,124.1361647
LH195,TX303,1.090233233,177.708017
LH195,W10004_0097,0.699813279,114.0695644
LH195,PHB47,0.790232578,128.8079102
LH195,LH216,0.909543252,148.25555
LH195,Z022E0110,0.583148008,95.05312537
LH195,Z022E0108,0.570218227,92.94557098
LH195,Z022E0048,0.645983774,105.2953552
LH195,Z022E0155,0.836423108,136.3369666
LH195,Z022E0147,0.738305387,120.343778
LH195,Z022E0060,0.741812775,120.9154824
LH195,Z022E0077,0.764268982,124.5758441
LH195,Z022E0121,0.720738718,117.480411
LH195,Z022E0017,0.688473712,112.221215
LH195,Z022E0097,0.874231572,142.4997463
LH195,Z013E0074,0.66164813,107.8486452
LH195,Z013E0046,0.868615291,141.5842925
LH195,Z013E0012,0.538086977,87.7081772
LH195,Z013E0062,0.733787394,119.6073452
LH195,Z013E0021,0.792729364,129.2148863
LH195,Z013E0027,0.739048477,120.4649018
LH195,Z013E0047,0.690383455,112.5325032
LH195,Z013E0032,0.779316573,127.0286014
LH195,Z013E0044,0.803964898,131.0462784
LH195,Z013E0026,0.920511274,150.0433376
LH195,Z013E0022,0.920845664,150.0978433
LH195,Z013E0037,0.606191257,98.80917488
LH195,Z013E0082,0.645218391,105.1705977
PB80,MOG_LH145_0173,0.980072981,159.7518959
PB80,PHN11_PHW65_0328,0.945553436,154.1252101
