First Allele, Second Allele, Yield Rate [bu/Ad],Grain yield [bu/A]
LH74,TX205,0.88790607,170.4779655
LH198,CGR01,0.619465241,118.9373263
B73,PHN82,0.776232189,149.0365802
LH74,PHN82,0.681593768,130.8660034
B14A,OH43,0.689251311,132.3362517
WF9,MO17,0.443927888,85.2341544
B73,MO17,0.830355806,159.4283148
LH82,CGR01,0.740386837,142.1542727
WF9,OH43,0.52739328,101.2595097
F42,H95,0.902169661,173.2165749
B37,H95,0.851824755,163.550353
PHW52,TX205,1.181755786,226.8971109
Z022E0050,PB80,0.915946283,175.8616863
Z022E0121,PB80,0.482035577,92.55083084
Z022E0083,PB80,0.657105233,126.1642048
Z022E0060,PB80,0.614822112,118.0458455
Z022E0023,PB80,0.5521441,106.0116672
Z022E0006,PB80,0.789758745,151.633679
Z022E0059,PB80,0.642114009,123.2858897
Z022E0051,PB80,0.468621362,89.97530153
Z022E0123,PB80,0.721813381,138.5881691
Z022E0016,PB80,0.575718861,110.5380214
Z022E0072,PB80,0.87048658,167.1334234
Z022E0147,PB80,0.67666955,129.9205536
Z022E0155,PB80,0.574562545,110.3160086
Z022E0036,PB80,0.507553515,97.45027492
Z022E0025,PB80,0.704969699,135.3541822
Z022E0178,PB80,0.671072695,128.8459574
Z022E0029,PB80,0.643342243,123.5217107
Z022E0094,PB80,0.796927439,153.0100683
Z022E0005,PB80,0.550525256,105.7008492
B73_NC230-127-1-1-1-1,PB80,0.841959398,161.6562045
PHW65_MOG_0012,PB80,0.949424945,182.2895894
MOG_NC230-028-1-1-1-1-B,PB80,0.956384938,183.6259081
MOG_MO45-078-1-1-1-1-B,PB80,0.554933362,106.5472055
PHN11_OH43_0001,PB80,0.887758005,170.449537
MOG_PHG83-129-1-1-1-1-B,PB80,0.923115917,177.2382561
PHN11_PHG47_0390,PB80,0.711139072,136.5387019
MOG_OH43_0300,PB80,0.911002793,174.9125363
MOG_PHG83-224-1-1-1-1-B,PB80,0.685211723,131.5606508
PHN11_PHW65_0237,PB80,0.760221901,145.962605
MOG_NC230-043-1-1-1-1-B,PB80,0.910599493,174.8351026
PHN11_PHW65_0065,PB80,0.616114743,118.2940306
MOG_NC230-008-1-1-1-1-B,PB80,0.804387563,154.442412
PHN11_OH43_0045,PB80,0.697597474,133.9387151
MOG_MO45-128-1-1-1-1-B,PB80,0.801524973,153.8927949
MOG_NC230-009-1-1-1-1-B,PB80,0.629789364,120.9195579
PHW65_MOG_0176,PB80,0.830768508,159.5075535
B73_NC230-041-1-1-1-1,PB80,0.795390854,152.7150439
MOG_NC230-010-1-1-1-1-B,PB80,0.91205476,175.1145139
MOG_MO45-045-1-1-1-1-B,PB80,0.855993136,164.3506821
MOG_LH123HT-093-1-1-1-1-B,PB80,0.94997067,182.3943687
PHN11_OH43_0075,PB80,0.452218115,86.82587808
MOG_MO45-054-1-1-1-1-B,PB80,0.867482977,166.5567316
PHW65_MOG_0311,PB80,0.581723248,111.6908637
MOG_MO45-030-1-1-1-1-B,PB80,0.599933828,115.187295
MOG_MO45-055-1-1-1-1-B,PB80,0.579469841,111.2582094
MOG_NC230-183-1-1-1-1-B,PB80,0.385730368,74.06023068
MOG_NC230-007-1-1-1-1-B,PB80,0.697139178,133.8507222
MOG_PHG83-090-1-1-1-1-B,PB80,0.838897509,161.0683217
MOG_LH145_0006,PB80,0.67240669,129.1020844
MOG_OH43_0402,PB80,0.715240236,137.3261254
MOG_LH145_0163,PB80,0.680641921,130.6832489
MOG_MO45-074-1-1-1-1-B,PB80,0.761559656,146.219454
MOG_OH43_0439,PB80,0.686517985,131.8114531
PHN11_OH43_0215,PB80,0.618833967,118.8161217
MOG_MO45-071-1-1-1-1-B,PB80,0.929611033,178.4853184
PHN11_OH43_0142,PB80,0.672155684,129.0538913
MOG_LH145_0175,PB80,0.31705643,60.87483464
MOG_MO45-085-1-1-1-1-B,PB80,0.618399643,118.7327315
MOG_MO45-139-1-1-1-1-B,PB80,1.015810221,195.0355625
PHN11_PHW65_0275,PB80,0.577453337,110.8710407
MOG_LH123HT-200-1-1-1-1-B,PB80,0.982485735,188.6372611
PHN11_PHW65_0359,PB80,0.843272241,161.9082703
MO44_LH145_0081,PB80,0.882255629,169.3930808
MOG_LH145_0173,PB80,0.841896412,161.6441111
MOG_PHG83-069-1-1-1-1-B,PB80,1.031161972,197.9830987
B73_NC230-128-1-1-1-1,PB80,0.634355876,121.7963281
MOG_OH43_0179,PB80,0.807876255,155.112241
MOG_LH123HT-059-1-1-1-1-B,PB80,0.927561626,178.0918322
M0033,PB80,0.489172778,93.92117344
M0010,PB80,0.436638391,83.83457109
M0276,PB80,0.77752999,149.285758
M0048,PB80,0.707434628,135.8274486
M0315,PB80,0.430702631,82.69490523
M0382,PB80,0.632155113,121.3737817
M0030,PB80,0.947720553,181.9623461
M0016,PB80,0.621528749,119.3335199
M0075,PB80,0.583777356,112.0852523
M0143,PB80,0.820340974,157.5054671
M0039,PB80,0.739543572,141.9923658
M0007,PB80,0.63667932,122.2424295
M0031,PB80,0.807876255,155.112241
M0264,PB80,0.696700623,133.7665197
M0368,PB80,0.584132242,112.1533904
M0325,PB80,0.699274604,134.2607239
M0099,PB80,0.753446636,144.6617542
M0326,PB80,0.543516848,104.3552349
M0262,PB80,0.543092866,104.2738302
M0014,PB80,0.563058132,108.1071614
M0357,PB80,0.733727204,140.8756232
M0369,PB80,0.630587505,121.0728009
M0008,PB80,0.787850352,151.2672676
M0029,PB80,0.827697218,158.9178658
M0266,PB80,0.769347403,147.7147013
M0310,PB80,0.707010175,135.7459536
M0323,PB80,0.878152115,168.605206
M0328,PB80,0.893536769,171.5590596
M0162,PB80,0.86543122,166.1627942
M0001,PB80,0.726295754,139.4487847
MOG_MO45-055-1-1-1-1-B,PB80,0.892493264,171.3587066
MOG_LH123HT-059-1-1-1-1-B,PB80,1.049787134,201.5591297
MOG_PHG83-090-1-1-1-1-B,PB80,0.64776304,124.3705036
PHN11_PHW65_0237,PB80,0.86286617,165.6703047
MOG_NC230-009-1-1-1-1-B,PB80,0.902225597,173.2273146
MOG_NC230-028-1-1-1-1-B,PB80,0.895777485,171.9892772
PHW65_MOG_0311,PB80,1.063220621,204.1383593
MOG_LH145_0006,PB80,0.52521931,100.8421075
PHN11_OH43_0045,PB80,0.683977848,131.3237469
B73_NC230-128-1-1-1-1,PB80,0.720554594,138.346482
MOG_MO45-078-1-1-1-1-B,PB80,0.76723689,147.3094828
MOG_LH145_0163,PB80,0.648580922,124.5275371
MOG_LH145_0175,PB80,0.603881757,115.9452973
MOG_MO45-071-1-1-1-1-B,PB80,0.736192133,141.3488896
MOG_NC230-008-1-1-1-1-B,PB80,0.556390039,106.8268875
PHN11_PHW65_0065,PB80,0.690240291,132.5261359
MOG_MO45-074-1-1-1-1-B,PB80,0.754037956,144.7752876
MOG_OH43_0179,PB80,0.61698292,118.4607207
PHW65_MOG_0012,PB80,0.865778585,166.2294883
MOG_NC230-010-1-1-1-1-B,PB80,0.886994648,170.3029724
PHN11_PHG47_0390,PB80,0.549092552,105.4257699
MOG_PHG83-129-1-1-1-1-B,PB80,0.951317356,182.6529324
MOG_OH43_0439,PB80,0.72428442,139.0626087
MOG_OH43_0402,PB80,0.76001978,145.9237978
PHN11_OH43_0001,PB80,0.594850265,114.2112508
B73_NC230-127-1-1-1-1,PB80,0.640811038,123.0357192
PHN11_PHW65_0359,PB80,0.666925936,128.0497797
MOG_OH43_0300,PB80,0.703326413,135.0386713
MOG_MO45-054-1-1-1-1-B,PB80,0.460003982,88.32076446
MOG_PHG83-069-1-1-1-1-B,PB80,0.806853432,154.9158589
PHN11_PHW65_0275,PB80,0.672762045,129.1703127
MOG_NC230-183-1-1-1-1-B,PB80,0.632977696,121.5317177
MOG_LH145_0173,PB80,1.269049245,243.657455
MOG_NC230-043-1-1-1-1-B,PB80,0.896533322,172.1343978
B73_NC230-041-1-1-1-1,PB80,0.639327568,122.750893
PHW65_MOG_0176,PB80,0.86197637,165.4994631
MOG_MO45-085-1-1-1-1-B,PB80,0.825216777,158.4416212
MOG_NC230-007-1-1-1-1-B,PB80,0.986074547,189.3263131
MOG_MO45-045-1-1-1-1-B,PB80,0.841144336,161.4997125
MOG_LH123HT-093-1-1-1-1-B,PB80,0.897028282,172.2294301
MOG_MO45-139-1-1-1-1-B,PB80,0.889442655,170.7729898
PHN11_OH43_0142,PB80,0.811565188,155.8205161
MOG_PHG83-224-1-1-1-1-B,PB80,0.728386524,139.8502127
MOG_MO45-030-1-1-1-1-B,PB80,0.840399781,161.3567579
MOG_LH123HT-200-1-1-1-1-B,PB80,0.938628424,180.2166575
PHN11_OH43_0075,PB80,0.725490092,139.2940977
MO44_LH145_0081,PB80,1.063251174,204.1442254
PHN11_OH43_0215,PB80,0.793619715,152.3749853
MOG_MO45-128-1-1-1-1-B,PB80,1.001829599,192.351283
PHG39,TX205,1.051292226,201.8481074
PHW52,PHM49,1.032901148,198.3170204
LH82,CG60,0.241286656,46.32703792
B73,MO17,1.110000687,213.1201319
B37,MO17,0.96125087,184.560167
WF9,MO17,0.662655084,127.2297762
B37,C103,0.985641164,189.2431034
LH74,PHG35,0.95868206,184.0669556
PHW52,TX205,1.300343126,249.6658802
LH82,CGR01,0.867335382,166.5283933
PHW52,PHG35,1.146170371,220.0647112
B37,OH43,0.909558807,174.635291
WF9,C103,0.681053683,130.7623071
LH74,PHM49,1.039009885,199.489898
PHW52,PHN82,1.154128275,221.5926288
LH74,PHN82,0.709087315,136.1447645
B14A,MO17,0.983809389,188.8914026
B73,PHG35,0.790251355,151.7282601
B73,PHM49,0.80684121,154.9135124
B14A,OH43,0.796671733,152.9609728
B14A,H95,0.88760289,170.4197548
B37,H95,0.92690732,177.9662055
F42,H95,0.814728607,156.4278926
PHG39,PHN82,0.966662996,185.5992953
LH198,CGR01,0.557936965,107.1238973
LH132,LH51,1.052596608,202.0985487
B73,PHN82,0.68805363,132.106297
B73,TX205,1.018357879,195.5247127
PHG39,PHM49,0.958149496,183.9647033
LH195,REDEAR-B,0.838228161,160.939807
F42,MO17,0.688877153,132.2644134
WF9,OH43,0.69330218,133.1140186
WF9,H95,0.696259249,133.6817758
F42,OH43,0.760430602,146.0026756
LH82,LH198,0.170807736,32.79508526
PHG39,PHG35,0.707406425,135.8220336
LH74,TX205,0.556761846,106.8982745
M0269,LH185,0.594354364,114.1160379
M0008,LH185,1.007494141,193.4388751
M0323,LH185,0.95442672,183.2499303
M0030,LH185,0.733806172,140.8907851
M0186,LH185,0.911031936,174.9181318
M0287,LH185,1.160186247,222.7557594
M0154,LH185,0.735847118,141.2826467
M0052,LH185,0.771111961,148.0534965
M0003,LH185,0.876693088,168.3250728
M0101,LH185,0.899865018,172.7740835
M0159,LH185,0.876674755,168.321553
M0143,LH185,0.911856399,175.0764287
M0118,LH185,0.852495043,163.6790482
M0325,LH185,0.864287594,165.9432181
M0151,LH185,0.616989031,118.4618939
M0030,LH198,0.5875838,112.8160896
M0001,LH198,0.581723248,111.6908637
M0114,LH198,0.622305268,119.4826114
M0058,LH198,0.725853439,139.3638603
M0083,LH198,0.698828529,134.1750775
M0008,LH198,0.853370271,163.8470921
M0296,LH198,0.87681671,168.3488083
M0061,LH198,0.542484624,104.1570478
M0325,LH198,0.827695807,158.917595
M0028,LH198,0.980404365,188.237638
M0262,LH198,0.629479133,120.8599935
M0269,LH198,0.755867381,145.1265371
M0154,LH198,0.935248783,179.5677663
M0346,LH198,0.769757284,147.7933986
M0022,LH198,0.68003227,130.5661958
M0051,LH198,0.662179396,127.1384441
M0354,LH198,0.760573496,146.0301113
M0077,LH198,0.820745215,157.5830813
M0012,LH198,0.561687004,107.8439048
M0143,LH198,0.894563823,171.756254
M0024,LH198,0.693083608,133.0720528
M0276,LH198,0.599663081,115.1353115
M0317,LH198,0.717275542,137.7169041
M0272,LH198,0.573014208,110.018728
M0015,LH198,0.569978172,109.435809
M0287,LH198,0.76981933,147.8053114
M0039,LH198,0.514991077,98.87828671
M0027,LH198,0.845175463,162.2736889
M0266,LH198,0.560771352,107.6680995
M0365,LH198,0.561047269,107.7210757
M0101,LH198,0.564345122,108.3542635
M0118,LH198,0.664884049,127.6577375
M0106,LH198,0.779739213,149.7099288
M0003,LH198,0.592142791,113.6914158
M0323,LH198,1.006019132,193.1556734
M0369,LH198,0.743114993,142.6780786
M0085,LH198,0.573655353,110.1418278
M0045,LH198,0.686893553,131.8835622
M0062,LH198,0.545995879,104.8312087
M0172,LH198,0.702854955,134.9481514
M0326,LH198,0.68636569,131.7822124
M0297,LH198,0.730062244,140.1719509
M0309,LH198,0.57728976,110.839634
M0311,LH198,0.786052891,150.922155
M0087,LH198,0.787133999,151.1297279
M0186,LH198,0.893745,171.59904
M0033,LH198,0.869409231,166.9265724
M0151,LH198,0.546371917,104.903408
M0014,LH198,0.57916243,111.1991865
M0041,LH198,0.653760846,125.5220824
W10004_0032,PB80,0.915210658,175.7204464
LH59,PB80,0.720158343,138.2704019
TX303,PB80,0.852233696,163.6288697
TX736((TX772XT246)XTX772)-1-5....,PB80,0.997735485,191.5652132
LH57,PB80,0.819319561,157.3093557
PHB47,PB80,0.900099572,172.8191178
PHV63,PB80,0.752174218,144.4174498
W10005_0111,PB80,0.69923888,134.253865
???TX205,PB80,1.042254153,200.1127974
PHZ51,PB80,0.880234425,169.0050096
LH61,PB80,0.961421027,184.5928372
LH212HT,PB80,0.878187368,168.6119747
PHV63,PB80,0.961541359,184.6159409
LH51,PB80,1.054234253,202.4129766
Z022E0121,PB80,0.712347565,136.7707324
Z022E0059,PB80,0.677533967,130.0865217
Z022E0072,PB80,0.991359761,190.3410742
Z022E0016,PB80,0.661011798,126.9142653
Z022E0029,PB80,0.839258506,161.1376331
Z022E0060,PB80,0.813793213,156.2482969
Z022E0005,PB80,0.645727734,123.979725
Z022E0147,PB80,0.968373029,185.9276216
Z022E0036,PB80,0.449639905,86.33086167
Z022E0094,PB80,0.813426576,156.1779026
Z022E0050,PB80,0.729980456,140.1562475
Z022E0123,PB80,0.921753719,176.9767141
Z022E0051,PB80,0.602395936,115.6600198
Z022E0178,PB80,0.797123919,153.0477924
Z022E0023,PB80,0.534277595,102.5812982
Z022E0155,PB80,0.77535273,148.8677241
Z022E0083,PB80,0.742672208,142.5930639
Z022E0006,PB80,0.852479531,163.67607
Z022E0025,PB80,0.725091022,139.2174762
Z013E0019,PB80,0.761883048,146.2815453
Z013E0032,PB80,0.847326401,162.6866689
Z013E0027,PB80,0.827695807,158.917595
Z022E0017,PB80,0.679583374,130.4800079
Z013E0022,PB80,0.787707458,151.2398319
Z013E0016,PB80,0.701773376,134.7404882
Z013E0069,PB80,0.930134666,178.5858559
Z013E0003,PB80,0.942606906,180.980526
Z013E0042,PB80,0.820618772,157.5588043
Z013E0066,PB80,0.710636592,136.4422256
Z013E0007,PB80,0.73813907,141.7227014
Z013E0026,PB80,0.999057729,191.819084
Z013E0062,PB80,0.690798238,132.6332616
Z013E0044,PB80,0.766158601,147.1024513
Z013E0021,PB80,0.879415602,168.8477956
Z013E0073,PB80,0.877179116,168.4183903
Z013E0012,PB80,0.614041833,117.896032
Z013E0046,PB80,0.917833523,176.2240365
Z013E0111,PB80,0.672130302,129.0490179
Z013E0087,PB80,0.954469024,183.2580527
Z013E0078,PB80,0.662185977,127.1397076
Z013E0062,PB80,0.91482992,175.6473446
Z013E0047,LH195,0.588599573,113.011118
Z013E0012,LH195,0.440325444,84.54248516
Z013E0019,LH195,0.753354507,144.6440654
Z013E0046,LH195,0.776657581,149.1182556
Z013E0026,LH195,0.871342537,167.2977671
Z013E0088,LH195,0.694474479,133.3390999
Z013E0037,LH195,0.695234076,133.4849425
Z013E0074,LH195,0.627947718,120.5659619
Z013E0021,LH195,1.027109693,197.2050611
Z013E0022,LH195,0.842616524,161.7823727
Z013E0044,LH195,0.711930162,136.6905911
Z013E0027,LH195,0.879045675,168.7767696
Z022E0050,PB80,0.620629513,101.1626106
Z022E0083,PB80,0.652872227,106.418173
Z022E0051,PB80,0.701931088,114.4147673
Z022E0108,PB80,0.694953464,113.2774146
Z022E0023,PB80,0.568346381,92.64046009
Z022E0155,PB80,0.591767863,96.45816163
Z022E0147,PB80,0.599317666,97.68877959
Z022E0072,PB80,0.620046929,101.0676495
Z022E0006,PB80,0.445260062,72.57739018
Z022E0009,PB80,0.565789405,92.22367304
Z022E0029,PB80,0.098342135,16.02976798
Z022E0110,PB80,0.208303239,33.95342793
Z022E0121,PB80,0.159122511,25.93696933
Z022E0094,PB80,0.36863253,60.08710234
Z022E0059,PB80,0.292670063,47.70522031
Z022E0123,PB80,0.450981862,73.51004356
Z022E0060,PB80,0.382134491,62.28792207
Z022E0016,PB80,0.361721784,58.96065086
M0010,LH195,0.684423866,111.5610902
M0127,LH195,0.651482647,106.1916714
M0382,LH195,0.654573905,106.6955465
M0154,LH195,0.842397559,137.3108021
M0001,LH195,0.58953859,96.09479018
M0058,LH195,0.542404335,88.41190657
M0031,LH195,0.47777772,77.87776835
M0276,LH195,0.787075928,128.2933763
M0066,LH195,0.663223483,108.1054277
M0099,LH195,0.951037447,155.0191039
M0007,LH195,0.805629421,131.3175957
M0325,LH195,0.886608494,144.5171846
M0326,LH195,0.741812775,120.9154824
M0383,LH195,0.629397985,102.5918716
M0164,LH195,0.693333526,113.0133647
M0057,LH195,0.77602468,126.4920229
M0321,LH195,0.745914637,121.5840859
Z013E0078,PB80,0.660237001,107.6186311
Z013E0062,PB80,0.510652061,83.23628594
Z013E0022,PB80,0.869859226,141.7870538
Z013E0042,PB80,0.625682531,101.9862526
Z013E0007,PB80,0.746330768,121.6519152
Z013E0021,PB80,0.768844936,125.3217246
Z013E0026,PB80,0.962703974,156.9207478
Z013E0111,PB80,0.6334404,103.2507852
Z013E0044,PB80,0.72233562,117.7407061
Z013E0027,PB80,0.736997547,120.1306001
Z013E0037,PB80,0.709919315,115.7168483
Z013E0087,PB80,0.770840879,125.6470632
Z013E0069,PB80,0.900982845,146.8602037
Z013E0003,PB80,0.581780721,94.83025755
Z013E0066,PB80,0.599228495,97.67424473
Z013E0009,PB80,0.733044303,119.4862214
Z013E0006,PB80,0.74544649,121.5077779
Z013E0074,PB80,0.56378306,91.89663874
Z013E0058,PB80,0.704102399,114.768691
Z013E0012,PB80,0.546929758,89.14955061
Z013E0046,PB80,0.704093482,114.7672376
Z013E0032,PB80,0.588840085,95.9809338
M0369,PB80,0.712059417,116.0656849
M0266,PB80,0.832767101,135.7410374
M0264,PB80,0.41736443,68.03040215
M0262,PB80,0.590935601,96.32250295
M0382,PB80,0.601784728,98.09091066
M0075,PB80,0.632370349,103.0763669
M0048,PB80,0.642220762,104.6819842
M0056,PB80,0.755277583,123.110246
M0008,PB80,0.618489411,100.813774
M0310,PB80,0.683947545,111.4834498
M0029,PB80,0.563090499,91.78375134
M0143,PB80,0.661932734,107.8950356
M0164,PB80,0.796036118,129.7538872
M0325,PB80,0.690818163,112.6033606
M0015,PB80,0.61349584,99.99982199
M0016,PB80,0.582562453,94.9576798
M0010,PB80,0.351912985,57.36181649
M0052,PB80,0.465971492,75.95335317
M0031,PB80,0.664798836,108.3622102
M0275,PB80,0.657144999,107.1146349
M0326,PB80,0.706698759,115.1918977
M0276,PB80,0.768786975,125.3122769
M0028,PB80,0.614209208,100.1161009
M0007,PB80,0.758938048,123.7069019
M0368,PB80,0.642773621,104.7721003
M0039,PB80,0.610564347,99.52198854
M0315,PB80,0.801853034,130.7020445
M0323,PB80,0.785818618,128.0884348
LH212HT,PB80,0.742689623,121.0584085
PHV63,PB80,0.794914051,129.5709903
W10005_0111,PB80,0.768675512,125.2941084
PHV63,PB80,0.873830304,142.4343395
LH57,PB80,0.745617401,121.5356364
W10004_0097,PB80,0.814353309,132.7395893
(TX739);LAMA2002-10-1-B-B-B-B3-B7ORANGE-B6,PB80,0.906206031,147.711583
LH59,PB80,0.961611631,156.7426958
LH162,PB80,0.320992973,52.32185454
LH38,PB80,1.076270555,175.4321005
PHB47,PB80,0.731825634,119.2875784
???TX205,PB80,0.845384784,137.7977198
TX303,PB80,0.890808444,145.2017764
LH51,PB80,0.85294945,139.0307603
PHN11_PHW65_0015,LH195,0.85294945,139.0307603
PHN11_PHW65_0237,LH195,0.902052896,147.034622
MOG_MO45-054-1-1-1-1-B,LH195,1.011792558,164.922187
PHN11_PHW65_0065,LH195,0.757061001,123.4009431
PHN11_PHW65_0328,LH195,0.80594152,131.3684677
MOG_MO45-055-1-1-1-1-B,LH195,0.751710747,122.5288517
MOG_LH145_0131,LH195,0.727515707,118.5850602
PHN11_PHG47_0287,LH195,0.918014488,149.6363615
PHN11_PHW65_0101,LH195,0.835122699,136.1249999
MO44_LH145_0143,LH195,1.00346994,163.5656003
PHN11_PHG47_0172,LH195,0.915963557,149.3020598
B73_NC230-128-1-1-1-1,LH195,0.794257158,129.4639168
PHW65_MOG_0029,LH195,0.925611849,150.8747314
MOG_MO45-085-1-1-1-1-B,LH195,0.991179217,161.5622124
MOG_LH145_0163,LH195,1.047267718,170.704638
MOG_LH123HT-031-1-1-1-1-B,LH195,1.061170948,172.9708646
PHW65_MOG_0176,LH195,1.012000624,164.9561017
PHN11_OH43_0142,LH195,0.839633261,136.8602215
MO44_LH145_0127,LH195,0.879076525,143.2894736
MOG_LH145_0162,LH195,0.808772696,131.8299494
PHN11_PHG47_0048,LH195,0.771462102,125.7483227
MOG_PHG83-090-1-1-1-1-B,LH195,0.918660977,149.7417393
PHN11_PHW65_0294,LH195,0.720389465,117.4234828
MOG_LH123HT-200-1-1-1-1-B,LH195,0.792105167,129.1131423
PHN11_PHW65_0323,LH195,0.846677763,138.0084753
MO44_LH145_0138,LH195,0.660087639,107.5942852
PHN11_PHG47_0251,LH195,0.849947362,138.54142
MOG_PHG83-069-1-1-1-1-B,LH195,0.88681656,144.5510993
B73_NC230-126-1-1-1-1,LH195,0.858203102,139.8871056
PHN11_PHW65_0275,LH195,0.877961889,143.1077879
PHN11_PHW65_0312,LH195,0.818738288,133.4543409
MOG_PHG83-119-1-1-1-1-B,LH195,0.826458259,134.7126962
PHN11_PHW65_0359,LH195,0.65380109,106.5695777
MOG_MO45-074-1-1-1-1-B,LH195,0.910472115,148.4069548
B73_NC230-041-1-1-1-1,LH195,0.707860953,115.3813353
B73_NC230-129-1-1-1-1,LH195,0.751710747,122.5288517
MOG_PHG83-129-1-1-1-1-B,LH195,0.666374188,108.6189927
PHN11_LH145_0028,LH195,0.676539672,110.2759665
B73_NC230-032-1-1-1-1,LH195,0.732917978,119.4656304
MOG_MO45-030-1-1-1-1-B,LH195,0.972111505,158.4541753
PHN11_PHG47_0388,LH195,0.84968728,138.4990267
PHN11_OH43_0215,LH195,0.769678684,125.4576255
PHW65_MOG_0012,LH195,0.879076525,143.2894736
MOG_OH43_0300,LH195,0.971484336,158.3519468
MOG_MO45-071-1-1-1-1-B,LH195,0.905352219,147.5724117
W10005_0346,LH195,0.761571563,124.1361647
TX303,LH195,1.090233233,177.708017
W10004_0097,LH195,0.699813279,114.0695644
PHB47,LH195,0.790232578,128.8079102
LH216,LH195,0.909543252,148.25555
Z022E0110,LH195,0.583148008,95.05312537
Z022E0108,LH195,0.570218227,92.94557098
Z022E0048,LH195,0.645983774,105.2953552
Z022E0155,LH195,0.836423108,136.3369666
Z022E0147,LH195,0.738305387,120.343778
Z022E0060,LH195,0.741812775,120.9154824
Z022E0077,LH195,0.764268982,124.5758441
Z022E0121,LH195,0.720738718,117.480411
Z022E0017,LH195,0.688473712,112.221215
Z022E0097,LH195,0.874231572,142.4997463
Z013E0074,LH195,0.66164813,107.8486452
Z013E0046,LH195,0.868615291,141.5842925
Z013E0012,LH195,0.538086977,87.7081772
Z013E0062,LH195,0.733787394,119.6073452
Z013E0021,LH195,0.792729364,129.2148863
Z013E0027,LH195,0.739048477,120.4649018
Z013E0047,LH195,0.690383455,112.5325032
Z013E0032,LH195,0.779316573,127.0286014
Z013E0044,LH195,0.803964898,131.0462784
Z013E0026,LH195,0.920511274,150.0433376
Z013E0022,LH195,0.920845664,150.0978433
Z013E0037,LH195,0.606191257,98.80917488
Z013E0082,LH195,0.645218391,105.1705977
MOG_LH145_0173,PB80,0.980072981,159.7518959
PHN11_PHW65_0328,PB80,0.945553436,154.1252101
MOG_NC230-028-1-1-1-1-B,PB80,0.842763902,137.3705161
MOG_NC230-010-1-1-1-1-B,PB80,0.691422296,112.7018343
MOG_NC230-008-1-1-1-1-B,PB80,0.894374537,145.7830496
PHN11_OH43_0045,PB80,0.850928242,138.7013035
PHN11_PHW65_0237,PB80,0.903399376,147.2540983
PHN11_OH43_0215,PB80,0.81543079,132.9152188
MO44_LH145_0081,PB80,0.656061573,106.9380364
PHW65_MOG_0176,PB80,0.838479983,136.6722373
MOG_NC230-007-1-1-1-1-B,PB80,0.81665689,133.1150731
PHN11_OH43_0075,PB80,0.679764686,110.8016438
MOG_PHG83-090-1-1-1-1-B,PB80,0.687608753,112.0802268
MOG_MO45-085-1-1-1-1-B,PB80,0.812242931,132.3955977
MOG_LH123HT-199-1-1-1-1-B,PB80,0.936138475,152.5905714
B73_NC230-041-1-1-1-1,PB80,0.553404309,90.20490241
MOG_PHG83-224-1-1-1-1-B,PB80,0.85532734,139.4183565
MOG_OH43_0300,PB80,0.793249527,129.2996729
MOG_LH145_0163,PB80,0.770186958,125.5404742
MOG_NC230-009-1-1-1-1-B,PB80,0.736395643,120.0324898
MOG_LH123HT-019-1-1-1-1-B,PB80,0.670030196,109.2149219
PHW65_MOG_0029,PB80,0.794178391,129.4510777
MOG_MO45-078-1-1-1-1-B,PB80,0.811767352,132.3180784
MOG_OH43_0402,PB80,0.824695648,134.4253906
MOG_MO45-045-1-1-1-1-B,PB80,0.883428066,143.9987747
PHN11_PHW65_0275,PB80,0.73072586,119.1083151
PHN11_PHG47_0390,PB80,0.804982933,131.212218
MOG_OH43_0179,PB80,0.710380031,115.791945
MOG_PHG83-069-1-1-1-1-B,PB80,0.900076274,146.7124326
MOG_LH145_0175,PB80,0.57511371,93.74353468
MOG_MO45-128-1-1-1-1-B,PB80,0.911183996,148.5229914
B73_NC230-128-1-1-1-1,PB80,0.689258415,112.3491217
MOG_MO45-054-1-1-1-1-B,PB80,0.877961889,143.1077879
MOG_PHG83-129-1-1-1-1-B,PB80,0.942208784,153.5800318
MO44_LH145_0107,PB80,0.559502856,91.19896556
PHN11_OH43_0142,PB80,0.641227993,104.5201628
MOG_LH123HT-059-1-1-1-1-B,PB80,0.78329954,127.677825
MOG_MO45-030-1-1-1-1-B,PB80,0.834134388,135.9639053
MOG_PHG83-197-1-1-1-1-B,PB80,0.732353229,119.3735763
MOG_MO45-074-1-1-1-1-B,PB80,1.03040327,167.955733
B73_NC230-127-1-1-1-1,PB80,0.671070523,109.3844952
MOG_NC230-043-1-1-1-1-B,PB80,0.811455254,132.2672064
PHN11_PHW65_0359,PB80,0.713903768,116.3663142
MOG_MO45-139-1-1-1-1-B,PB80,0.857576677,139.7849983
MOG_MO45-055-1-1-1-1-B,PB80,0.949907949,154.8349957
MOG_MO45-071-1-1-1-1-B,PB80,0.632890513,103.1611536
MOG_NC230-011-1-1-1-1-B,PB80,0.750486133,122.3292396
MOG_LH145_0131,PB80,0.668888808,109.0288757
PHW65_MOG_0311,PB80,0.902819766,147.1596218
LH74,PHN82,0.810385203,132.0927881
PHG39,PHN82,1.088858515,177.4839379
LH132,LH51,1.027795021,167.5305884
B73,PHG35,0.866087296,141.1722293
B73,TX205,1.106856176,180.4175567
LH195,REDEAR-B,0.836467693,136.344234
LH74,PHM49,0.76285711,124.3457089
B73,MO17,0.555341547,90.5206722
LH82,CGR01,0.317299811,51.71986917
LH74,PHG35,0.589984445,96.16746447
